,Messstelle,Gewässer,Datum Zeit,Wasser­stand [cm],Änderung seit 2 Std. [cm],Abfluss [m³/s],Melde­stufe,Jähr­lichkeit,Vorher­sage
30,Eching,Windach,2021-07-30 19:00:00,85,1,191,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-30 19:00:00,40,0,123,0,---,
0,Sylvenstein,Isar,2021-07-30 20:00:00,253,0,168,0,---,
1,Lenggries,Isar,2021-07-30 20:00:00,112,0,182,0,---,
2,Bad Tölz Brücke,Isar,2021-07-30 20:00:00,69,1,---,0,---,
3,Puppling,Isar,2021-07-30 20:00:00,136,2,394,0,---,
4,München,Isar,2021-07-30 20:00:00,130,-1,889,0,---,
5,Freising,Isar,2021-07-30 20:00:00,47,0,272,0,---,
6,Landshut Birket,Isar,2021-07-30 20:00:00,138,0,193,0,---,
7,Landau,Isar,2021-07-30 20:00:00,132,1,239,0,---,
8,Plattling,Isar,2021-07-30 20:00:00,219,-1,226,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-30 20:00:00,101,2,872,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-30 20:00:00,169,8,333,0,---,
11,Schlehdorf,Loisach,2021-07-30 20:00:00,112,2,241,0,---,
12,Kochel,Loisach,2021-07-30 20:00:00,108,4,603,0,---,
13,Beuerberg,Loisach,2021-07-30 20:00:00,331,0,519,0,---,
14,Partenkirchen (alt),Partnach,2021-07-30 20:00:00,50,6,362,0,---,
15,Stegen,Ammersee,2021-07-30 20:00:00,53327,1,---,0,---,
16,Stegen,Amper,2021-07-30 20:00:00,151,-1,366,0,---,
17,Fürstenfeldbruck,Amper,2021-07-30 20:00:00,104,1,394,0,---,
18,Ampermoching,Amper,2021-07-30 20:00:00,230,2,553,0,---,
19,Inkofen,Amper,2021-07-30 20:00:00,127,0,616,0,---,
20,Oberammergau,Ammer,2021-07-30 20:00:00,50,1,410,0,---,
21,Peißenberg,Ammer,2021-07-30 20:00:00,72,0,871,0,---,
22,Weilheim,Ammer,2021-07-30 20:00:00,64,-1,166,0,---,
23,Raisting,Rott,2021-07-30 20:00:00,49,-1,084,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-30 20:00:00,62488,-3,---,0,---,
25,Leutstetten,Würm,2021-07-30 20:00:00,146,0,650,0,---,
26,Hohenkammer,Glonn,2021-07-30 20:00:00,42,-2,254,0,---,
27,Berg,Sempt,2021-07-30 20:00:00,63,0,336,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-30 20:00:00,137,2,175,0,---,
29,Starnberg,Starnberger See,2021-07-30 20:00:00,58448,2,---,0,---,
30,Eching,Windach,2021-07-30 20:00:00,85,1,191,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-30 20:00:00,40,0,123,0,---,
0,Sylvenstein,Isar,2021-07-30 21:00:00,253,0,168,0,---,
1,Lenggries,Isar,2021-07-30 21:00:00,113,1,190,0,---,
2,Bad Tölz Brücke,Isar,2021-07-30 21:00:00,69,0,---,0,---,
3,Puppling,Isar,2021-07-30 21:00:00,137,2,404,0,---,
4,München,Isar,2021-07-30 21:00:00,131,0,905,0,---,
5,Freising,Isar,2021-07-30 21:00:00,48,0,279,0,---,
6,Landshut Birket,Isar,2021-07-30 21:00:00,138,-2,193,0,---,
7,Landau,Isar,2021-07-30 21:00:00,132,0,239,0,---,
8,Plattling,Isar,2021-07-30 21:00:00,219,0,226,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-30 21:00:00,108,4,111,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-30 21:00:00,178,9,388,0,---,
11,Schlehdorf,Loisach,2021-07-30 21:00:00,114,4,252,0,---,
12,Kochel,Loisach,2021-07-30 21:00:00,112,6,626,0,---,
13,Beuerberg,Loisach,2021-07-30 21:00:00,332,1,528,0,---,
14,Partenkirchen (alt),Partnach,2021-07-30 21:00:00,60,10,600,0,---,
15,Stegen,Ammersee,2021-07-30 21:00:00,53327,1,---,0,---,
16,Stegen,Amper,2021-07-30 21:00:00,151,0,366,0,---,
17,Fürstenfeldbruck,Amper,2021-07-30 21:00:00,103,0,388,0,---,
18,Ampermoching,Amper,2021-07-30 21:00:00,228,-1,542,0,---,
19,Inkofen,Amper,2021-07-30 21:00:00,127,0,616,0,---,
20,Oberammergau,Ammer,2021-07-30 21:00:00,50,1,410,0,---,
21,Peißenberg,Ammer,2021-07-30 21:00:00,73,2,914,0,---,
22,Weilheim,Ammer,2021-07-30 21:00:00,65,0,170,0,---,
23,Raisting,Rott,2021-07-30 21:00:00,48,-1,078,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-30 21:00:00,62487,-3,---,0,---,
25,Leutstetten,Würm,2021-07-30 21:00:00,146,0,650,0,---,
26,Hohenkammer,Glonn,2021-07-30 21:00:00,42,-1,254,0,---,
27,Berg,Sempt,2021-07-30 21:00:00,63,0,336,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-30 21:00:00,141,4,193,0,---,
29,Starnberg,Starnberger See,2021-07-30 21:00:00,58448,2,---,0,---,
30,Eching,Windach,2021-07-30 21:00:00,86,1,199,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-30 21:00:00,40,0,123,0,---,
0,Sylvenstein,Isar,2021-07-30 22:00:00,253,0,168,0,---,
1,Lenggries,Isar,2021-07-30 22:00:00,114,2,197,0,---,
2,Bad Tölz Brücke,Isar,2021-07-30 22:00:00,69,0,---,0,---,
3,Puppling,Isar,2021-07-30 22:00:00,137,1,404,0,---,
4,München,Isar,2021-07-30 22:00:00,134,4,949,0,---,
5,Freising,Isar,2021-07-30 22:00:00,49,2,285,0,---,
6,Landshut Birket,Isar,2021-07-30 22:00:00,137,-1,190,0,---,
7,Landau,Isar,2021-07-30 22:00:00,132,0,239,0,---,
8,Plattling,Isar,2021-07-30 22:00:00,219,0,226,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-30 22:00:00,107,6,107,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-30 22:00:00,175,6,369,0,---,
11,Schlehdorf,Loisach,2021-07-30 22:00:00,120,8,286,0,---,
12,Kochel,Loisach,2021-07-30 22:00:00,116,8,648,0,---,
13,Beuerberg,Loisach,2021-07-30 22:00:00,333,2,538,0,---,
14,Partenkirchen (alt),Partnach,2021-07-30 22:00:00,56,6,496,0,---,
15,Stegen,Ammersee,2021-07-30 22:00:00,53327,0,---,0,---,
16,Stegen,Amper,2021-07-30 22:00:00,151,0,366,0,---,
17,Fürstenfeldbruck,Amper,2021-07-30 22:00:00,104,0,394,0,---,
18,Ampermoching,Amper,2021-07-30 22:00:00,228,-2,542,0,---,
19,Inkofen,Amper,2021-07-30 22:00:00,127,0,616,0,---,
20,Oberammergau,Ammer,2021-07-30 22:00:00,50,0,410,0,---,
21,Peißenberg,Ammer,2021-07-30 22:00:00,75,3,100,0,---,
22,Weilheim,Ammer,2021-07-30 22:00:00,66,2,174,0,---,
23,Raisting,Rott,2021-07-30 22:00:00,49,0,084,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-30 22:00:00,62485,-3,---,0,---,
25,Leutstetten,Würm,2021-07-30 22:00:00,146,0,650,0,---,
26,Hohenkammer,Glonn,2021-07-30 22:00:00,43,1,266,0,---,
27,Berg,Sempt,2021-07-30 22:00:00,63,0,336,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-30 22:00:00,143,6,202,0,---,
29,Starnberg,Starnberger See,2021-07-30 22:00:00,58447,-1,---,0,---,
30,Eching,Windach,2021-07-30 22:00:00,85,0,191,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-30 22:00:00,40,0,123,0,---,
0,Sylvenstein,Isar,2021-07-30 23:00:00,253,0,168,0,---,
1,Lenggries,Isar,2021-07-30 23:00:00,114,1,197,0,---,
2,Bad Tölz Brücke,Isar,2021-07-30 23:00:00,70,1,---,0,---,
3,Puppling,Isar,2021-07-30 23:00:00,136,-1,394,0,---,
4,München,Isar,2021-07-30 23:00:00,131,0,905,0,---,
5,Freising,Isar,2021-07-30 23:00:00,48,0,279,0,---,
6,Landshut Birket,Isar,2021-07-30 23:00:00,137,-1,190,0,---,
7,Landau,Isar,2021-07-30 23:00:00,133,1,241,0,---,
8,Plattling,Isar,2021-07-30 23:00:00,223,4,234,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-30 23:00:00,107,-1,107,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-30 23:00:00,174,-4,363,0,---,
11,Schlehdorf,Loisach,2021-07-30 23:00:00,121,7,292,0,---,
12,Kochel,Loisach,2021-07-30 23:00:00,120,8,671,0,---,
13,Beuerberg,Loisach,2021-07-30 23:00:00,337,5,576,0,---,
14,Partenkirchen (alt),Partnach,2021-07-30 23:00:00,55,-5,473,0,---,
15,Stegen,Ammersee,2021-07-30 23:00:00,53326,-1,---,0,---,
16,Stegen,Amper,2021-07-30 23:00:00,151,0,366,0,---,
17,Fürstenfeldbruck,Amper,2021-07-30 23:00:00,104,1,394,0,---,
18,Ampermoching,Amper,2021-07-30 23:00:00,228,0,542,0,---,
19,Inkofen,Amper,2021-07-30 23:00:00,127,0,616,0,---,
20,Oberammergau,Ammer,2021-07-30 23:00:00,50,0,410,0,---,
21,Peißenberg,Ammer,2021-07-30 23:00:00,78,5,115,0,---,
22,Weilheim,Ammer,2021-07-30 23:00:00,70,5,192,0,---,
23,Raisting,Rott,2021-07-30 23:00:00,49,1,084,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-30 23:00:00,62484,-3,---,0,---,
25,Leutstetten,Würm,2021-07-30 23:00:00,146,0,650,0,---,
26,Hohenkammer,Glonn,2021-07-30 23:00:00,44,2,277,0,---,
27,Berg,Sempt,2021-07-30 23:00:00,63,0,336,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-30 23:00:00,147,6,222,0,---,
29,Starnberg,Starnberger See,2021-07-30 23:00:00,58447,-1,---,0,---,
30,Eching,Windach,2021-07-30 23:00:00,84,-2,183,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-30 23:00:00,33,-7,083,0,---,
0,Sylvenstein,Isar,2021-07-29 00:00:00,255,0,184,0,---,
1,Lenggries,Isar,2021-07-29 00:00:00,117,-1,220,0,---,
2,Bad Tölz Brücke,Isar,2021-07-29 00:00:00,71,-1,---,0,---,
3,Puppling,Isar,2021-07-29 00:00:00,146,0,492,0,---,
4,München,Isar,2021-07-29 00:00:00,161,1,138,0,---,
5,Freising,Isar,2021-07-29 00:00:00,51,-3,298,0,---,
6,Landshut Birket,Isar,2021-07-29 00:00:00,152,1,227,0,---,
7,Landau,Isar,2021-07-29 00:00:00,141,-3,265,0,---,
8,Plattling,Isar,2021-07-29 00:00:00,233,-3,253,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-29 00:00:00,102,0,906,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-29 00:00:00,170,0,339,0,---,
11,Schlehdorf,Loisach,2021-07-29 00:00:00,122,0,298,0,---,
12,Kochel,Loisach,2021-07-29 00:00:00,110,-1,615,0,---,
13,Beuerberg,Loisach,2021-07-29 00:00:00,357,-7,771,0,---,
14,Partenkirchen (alt),Partnach,2021-07-29 00:00:00,49,0,344,0,---,
15,Stegen,Ammersee,2021-07-29 00:00:00,53329,0,---,0,---,
16,Stegen,Amper,2021-07-29 00:00:00,155,0,384,0,---,
17,Fürstenfeldbruck,Amper,2021-07-29 00:00:00,107,0,410,0,---,
18,Ampermoching,Amper,2021-07-29 00:00:00,234,0,575,0,---,
19,Inkofen,Amper,2021-07-29 00:00:00,131,1,640,0,---,
20,Oberammergau,Ammer,2021-07-29 00:00:00,50,-1,410,0,---,
21,Peißenberg,Ammer,2021-07-29 00:00:00,87,-2,164,0,---,
22,Weilheim,Ammer,2021-07-29 00:00:00,89,-5,288,0,---,
23,Raisting,Rott,2021-07-29 00:00:00,84,-6,382,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-29 00:00:00,62514,-4,---,0,---,
25,Leutstetten,Würm,2021-07-29 00:00:00,147,0,663,0,---,
26,Hohenkammer,Glonn,2021-07-29 00:00:00,50,0,352,0,---,
27,Berg,Sempt,2021-07-29 00:00:00,70,0,419,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-29 00:00:00,140,-1,188,0,---,
29,Starnberg,Starnberger See,2021-07-29 00:00:00,58446,-1,---,0,---,
30,Eching,Windach,2021-07-29 00:00:00,123,2,588,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-29 00:00:00,73,0,365,0,---,
0,Sylvenstein,Isar,2021-07-29 01:00:00,255,0,184,0,---,
1,Lenggries,Isar,2021-07-29 01:00:00,118,0,228,0,---,
2,Bad Tölz Brücke,Isar,2021-07-29 01:00:00,71,-1,---,0,---,
3,Puppling,Isar,2021-07-29 01:00:00,145,-1,481,0,---,
4,München,Isar,2021-07-29 01:00:00,160,-1,136,0,---,
5,Freising,Isar,2021-07-29 01:00:00,51,-1,298,0,---,
6,Landshut Birket,Isar,2021-07-29 01:00:00,152,0,227,0,---,
7,Landau,Isar,2021-07-29 01:00:00,141,0,265,0,---,
8,Plattling,Isar,2021-07-29 01:00:00,231,-5,249,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-29 01:00:00,102,0,906,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-29 01:00:00,170,0,339,0,---,
11,Schlehdorf,Loisach,2021-07-29 01:00:00,122,-1,298,0,---,
12,Kochel,Loisach,2021-07-29 01:00:00,109,-1,609,0,---,
13,Beuerberg,Loisach,2021-07-29 01:00:00,354,-6,742,0,---,
14,Partenkirchen (alt),Partnach,2021-07-29 01:00:00,49,0,344,0,---,
15,Stegen,Ammersee,2021-07-29 01:00:00,53328,-1,---,0,---,
16,Stegen,Amper,2021-07-29 01:00:00,155,0,384,0,---,
17,Fürstenfeldbruck,Amper,2021-07-29 01:00:00,108,1,415,0,---,
18,Ampermoching,Amper,2021-07-29 01:00:00,235,2,580,0,---,
19,Inkofen,Amper,2021-07-29 01:00:00,131,1,640,0,---,
20,Oberammergau,Ammer,2021-07-29 01:00:00,50,-1,410,0,---,
21,Peißenberg,Ammer,2021-07-29 01:00:00,86,-3,158,0,---,
22,Weilheim,Ammer,2021-07-29 01:00:00,87,-4,278,0,---,
23,Raisting,Rott,2021-07-29 01:00:00,82,-5,359,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-29 01:00:00,62511,-5,---,0,---,
25,Leutstetten,Würm,2021-07-29 01:00:00,147,0,663,0,---,
26,Hohenkammer,Glonn,2021-07-29 01:00:00,50,-1,352,0,---,
27,Berg,Sempt,2021-07-29 01:00:00,70,0,419,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-29 01:00:00,140,-1,188,0,---,
29,Starnberg,Starnberger See,2021-07-29 01:00:00,58447,1,---,0,---,
30,Eching,Windach,2021-07-29 01:00:00,122,-1,576,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-29 01:00:00,73,0,365,0,---,
0,Sylvenstein,Isar,2021-07-29 02:00:00,255,0,184,0,---,
1,Lenggries,Isar,2021-07-29 02:00:00,117,0,220,0,---,
2,Bad Tölz Brücke,Isar,2021-07-29 02:00:00,71,0,---,0,---,
3,Puppling,Isar,2021-07-29 02:00:00,145,-1,481,0,---,
4,München,Isar,2021-07-29 02:00:00,160,-1,136,0,---,
5,Freising,Isar,2021-07-29 02:00:00,52,1,304,0,---,
6,Landshut Birket,Isar,2021-07-29 02:00:00,153,1,229,0,---,
7,Landau,Isar,2021-07-29 02:00:00,143,2,270,0,---,
8,Plattling,Isar,2021-07-29 02:00:00,231,-2,249,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-29 02:00:00,102,0,906,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-29 02:00:00,169,-1,333,0,---,
11,Schlehdorf,Loisach,2021-07-29 02:00:00,121,-1,292,0,---,
12,Kochel,Loisach,2021-07-29 02:00:00,108,-2,603,0,---,
13,Beuerberg,Loisach,2021-07-29 02:00:00,352,-5,722,0,---,
14,Partenkirchen (alt),Partnach,2021-07-29 02:00:00,49,0,344,0,---,
15,Stegen,Ammersee,2021-07-29 02:00:00,53329,0,---,0,---,
16,Stegen,Amper,2021-07-29 02:00:00,154,-1,379,0,---,
17,Fürstenfeldbruck,Amper,2021-07-29 02:00:00,108,1,415,0,---,
18,Ampermoching,Amper,2021-07-29 02:00:00,234,0,575,0,---,
19,Inkofen,Amper,2021-07-29 02:00:00,131,0,640,0,---,
20,Oberammergau,Ammer,2021-07-29 02:00:00,50,0,410,0,---,
21,Peißenberg,Ammer,2021-07-29 02:00:00,84,-3,147,0,---,
22,Weilheim,Ammer,2021-07-29 02:00:00,86,-3,272,0,---,
23,Raisting,Rott,2021-07-29 02:00:00,80,-4,337,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-29 02:00:00,62508,-6,---,0,---,
25,Leutstetten,Würm,2021-07-29 02:00:00,147,0,663,0,---,
26,Hohenkammer,Glonn,2021-07-29 02:00:00,50,0,352,0,---,
27,Berg,Sempt,2021-07-29 02:00:00,69,-1,407,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-29 02:00:00,140,0,188,0,---,
29,Starnberg,Starnberger See,2021-07-29 02:00:00,58446,0,---,0,---,
30,Eching,Windach,2021-07-29 02:00:00,122,-1,576,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-29 02:00:00,67,-6,316,0,---,
0,Sylvenstein,Isar,2021-07-29 03:00:00,255,0,184,0,---,
1,Lenggries,Isar,2021-07-29 03:00:00,117,-1,220,0,---,
2,Bad Tölz Brücke,Isar,2021-07-29 03:00:00,71,0,---,0,---,
3,Puppling,Isar,2021-07-29 03:00:00,144,-1,472,0,---,
4,München,Isar,2021-07-29 03:00:00,158,-2,133,0,---,
5,Freising,Isar,2021-07-29 03:00:00,55,4,325,0,---,
6,Landshut Birket,Isar,2021-07-29 03:00:00,153,1,229,0,---,
7,Landau,Isar,2021-07-29 03:00:00,142,1,268,0,---,
8,Plattling,Isar,2021-07-29 03:00:00,232,1,251,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-29 03:00:00,102,0,906,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-29 03:00:00,169,-1,333,0,---,
11,Schlehdorf,Loisach,2021-07-29 03:00:00,121,-1,292,0,---,
12,Kochel,Loisach,2021-07-29 03:00:00,107,-2,598,0,---,
13,Beuerberg,Loisach,2021-07-29 03:00:00,349,-5,693,0,---,
14,Partenkirchen (alt),Partnach,2021-07-29 03:00:00,49,0,344,0,---,
15,Stegen,Ammersee,2021-07-29 03:00:00,53329,1,---,0,---,
16,Stegen,Amper,2021-07-29 03:00:00,155,0,384,0,---,
17,Fürstenfeldbruck,Amper,2021-07-29 03:00:00,108,0,415,0,---,
18,Ampermoching,Amper,2021-07-29 03:00:00,235,0,580,0,---,
19,Inkofen,Amper,2021-07-29 03:00:00,131,0,640,0,---,
20,Oberammergau,Ammer,2021-07-29 03:00:00,50,0,410,0,---,
21,Peißenberg,Ammer,2021-07-29 03:00:00,84,-2,147,0,---,
22,Weilheim,Ammer,2021-07-29 03:00:00,84,-3,262,0,---,
23,Raisting,Rott,2021-07-29 03:00:00,78,-4,316,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-29 03:00:00,62506,-5,---,0,---,
25,Leutstetten,Würm,2021-07-29 03:00:00,147,0,663,0,---,
26,Hohenkammer,Glonn,2021-07-29 03:00:00,49,-1,339,0,---,
27,Berg,Sempt,2021-07-29 03:00:00,69,-1,407,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-29 03:00:00,140,0,188,0,---,
29,Starnberg,Starnberger See,2021-07-29 03:00:00,58447,0,---,0,---,
30,Eching,Windach,2021-07-29 03:00:00,122,0,576,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-29 03:00:00,59,-14,253,0,---,
0,Sylvenstein,Isar,2021-07-29 04:00:00,255,0,184,0,---,
1,Lenggries,Isar,2021-07-29 04:00:00,117,0,220,0,---,
2,Bad Tölz Brücke,Isar,2021-07-29 04:00:00,71,0,---,0,---,
3,Puppling,Isar,2021-07-29 04:00:00,145,0,481,0,---,
4,München,Isar,2021-07-29 04:00:00,157,-3,131,0,---,
5,Freising,Isar,2021-07-29 04:00:00,56,4,333,0,---,
6,Landshut Birket,Isar,2021-07-29 04:00:00,153,0,229,0,---,
7,Landau,Isar,2021-07-29 04:00:00,142,-1,268,0,---,
8,Plattling,Isar,2021-07-29 04:00:00,233,2,253,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-29 04:00:00,102,0,906,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-29 04:00:00,168,-1,327,0,---,
11,Schlehdorf,Loisach,2021-07-29 04:00:00,121,0,292,0,---,
12,Kochel,Loisach,2021-07-29 04:00:00,105,-3,587,0,---,
13,Beuerberg,Loisach,2021-07-29 04:00:00,348,-4,683,0,---,
14,Partenkirchen (alt),Partnach,2021-07-29 04:00:00,49,0,344,0,---,
15,Stegen,Ammersee,2021-07-29 04:00:00,53329,0,---,0,---,
16,Stegen,Amper,2021-07-29 04:00:00,155,1,384,0,---,
17,Fürstenfeldbruck,Amper,2021-07-29 04:00:00,108,0,415,0,---,
18,Ampermoching,Amper,2021-07-29 04:00:00,235,1,580,0,---,
19,Inkofen,Amper,2021-07-29 04:00:00,131,0,640,0,---,
20,Oberammergau,Ammer,2021-07-29 04:00:00,50,0,410,0,---,
21,Peißenberg,Ammer,2021-07-29 04:00:00,83,-1,141,0,---,
22,Weilheim,Ammer,2021-07-29 04:00:00,82,-4,251,0,---,
23,Raisting,Rott,2021-07-29 04:00:00,76,-4,296,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-29 04:00:00,62505,-3,---,0,---,
25,Leutstetten,Würm,2021-07-29 04:00:00,147,0,663,0,---,
26,Hohenkammer,Glonn,2021-07-29 04:00:00,48,-2,326,0,---,
27,Berg,Sempt,2021-07-29 04:00:00,69,0,407,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-29 04:00:00,139,-1,184,0,---,
29,Starnberg,Starnberger See,2021-07-29 04:00:00,58446,0,---,0,---,
30,Eching,Windach,2021-07-29 04:00:00,122,0,576,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-29 04:00:00,55,-12,224,0,---,
0,Sylvenstein,Isar,2021-07-29 05:00:00,255,0,184,0,---,
1,Lenggries,Isar,2021-07-29 05:00:00,117,0,220,0,---,
2,Bad Tölz Brücke,Isar,2021-07-29 05:00:00,71,0,---,0,---,
3,Puppling,Isar,2021-07-29 05:00:00,145,1,481,0,---,
4,München,Isar,2021-07-29 05:00:00,155,-3,128,0,---,
5,Freising,Isar,2021-07-29 05:00:00,57,2,340,0,---,
6,Landshut Birket,Isar,2021-07-29 05:00:00,152,-1,227,0,---,
7,Landau,Isar,2021-07-29 05:00:00,142,0,268,0,---,
8,Plattling,Isar,2021-07-29 05:00:00,233,1,253,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-29 05:00:00,101,-1,872,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-29 05:00:00,168,-1,327,0,---,
11,Schlehdorf,Loisach,2021-07-29 05:00:00,120,-1,286,0,---,
12,Kochel,Loisach,2021-07-29 05:00:00,105,-2,587,0,---,
13,Beuerberg,Loisach,2021-07-29 05:00:00,346,-3,664,0,---,
14,Partenkirchen (alt),Partnach,2021-07-29 05:00:00,49,0,344,0,---,
15,Stegen,Ammersee,2021-07-29 05:00:00,53329,0,---,0,---,
16,Stegen,Amper,2021-07-29 05:00:00,155,0,384,0,---,
17,Fürstenfeldbruck,Amper,2021-07-29 05:00:00,108,0,415,0,---,
18,Ampermoching,Amper,2021-07-29 05:00:00,234,-1,575,0,---,
19,Inkofen,Amper,2021-07-29 05:00:00,132,1,646,0,---,
20,Oberammergau,Ammer,2021-07-29 05:00:00,50,0,410,0,---,
21,Peißenberg,Ammer,2021-07-29 05:00:00,83,-1,141,0,---,
22,Weilheim,Ammer,2021-07-29 05:00:00,82,-2,251,0,---,
23,Raisting,Rott,2021-07-29 05:00:00,74,-4,276,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-29 05:00:00,62505,-1,---,0,---,
25,Leutstetten,Würm,2021-07-29 05:00:00,146,-1,650,0,---,
26,Hohenkammer,Glonn,2021-07-29 05:00:00,48,-1,326,0,---,
27,Berg,Sempt,2021-07-29 05:00:00,68,-1,394,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-29 05:00:00,139,-1,184,0,---,
29,Starnberg,Starnberger See,2021-07-29 05:00:00,58447,0,---,0,---,
30,Eching,Windach,2021-07-29 05:00:00,121,-1,564,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-29 05:00:00,55,-4,224,0,---,
0,Sylvenstein,Isar,2021-07-29 06:00:00,255,0,184,0,---,
1,Lenggries,Isar,2021-07-29 06:00:00,117,0,220,0,---,
2,Bad Tölz Brücke,Isar,2021-07-29 06:00:00,71,0,---,0,---,
3,Puppling,Isar,2021-07-29 06:00:00,144,-1,472,0,---,
4,München,Isar,2021-07-29 06:00:00,153,-4,125,0,---,
5,Freising,Isar,2021-07-29 06:00:00,56,0,333,0,---,
6,Landshut Birket,Isar,2021-07-29 06:00:00,152,-1,227,0,---,
7,Landau,Isar,2021-07-29 06:00:00,141,-1,265,0,---,
8,Plattling,Isar,2021-07-29 06:00:00,233,0,253,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-29 06:00:00,101,-1,872,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-29 06:00:00,168,0,327,0,---,
11,Schlehdorf,Loisach,2021-07-29 06:00:00,120,-1,286,0,---,
12,Kochel,Loisach,2021-07-29 06:00:00,104,-1,581,0,---,
13,Beuerberg,Loisach,2021-07-29 06:00:00,345,-3,654,0,---,
14,Partenkirchen (alt),Partnach,2021-07-29 06:00:00,49,0,344,0,---,
15,Stegen,Ammersee,2021-07-29 06:00:00,53329,0,---,0,---,
16,Stegen,Amper,2021-07-29 06:00:00,155,0,384,0,---,
17,Fürstenfeldbruck,Amper,2021-07-29 06:00:00,108,0,415,0,---,
18,Ampermoching,Amper,2021-07-29 06:00:00,234,-1,575,0,---,
19,Inkofen,Amper,2021-07-29 06:00:00,132,1,646,0,---,
20,Oberammergau,Ammer,2021-07-29 06:00:00,50,0,410,0,---,
21,Peißenberg,Ammer,2021-07-29 06:00:00,82,-1,136,0,---,
22,Weilheim,Ammer,2021-07-29 06:00:00,80,-2,241,0,---,
23,Raisting,Rott,2021-07-29 06:00:00,73,-3,266,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-29 06:00:00,62504,-1,---,0,---,
25,Leutstetten,Würm,2021-07-29 06:00:00,146,-1,650,0,---,
26,Hohenkammer,Glonn,2021-07-29 06:00:00,48,0,326,0,---,
27,Berg,Sempt,2021-07-29 06:00:00,68,-1,394,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-29 06:00:00,138,-1,180,0,---,
29,Starnberg,Starnberger See,2021-07-29 06:00:00,58447,1,---,0,---,
30,Eching,Windach,2021-07-29 06:00:00,121,-1,564,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-29 06:00:00,51,-4,196,0,---,
0,Sylvenstein,Isar,2021-07-29 07:00:00,255,0,184,0,---,
1,Lenggries,Isar,2021-07-29 07:00:00,117,0,220,0,---,
2,Bad Tölz Brücke,Isar,2021-07-29 07:00:00,71,0,---,0,---,
3,Puppling,Isar,2021-07-29 07:00:00,144,-1,472,0,---,
